,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
3540,44,blue-collar,married,primary,no,140,yes,no,unknown,15,may,7,9,-1,0,unknown,no
3541,25,blue-collar,single,secondary,no,217,yes,no,cellular,18,may,504,1,-1,0,unknown,yes
3542,25,technician,single,tertiary,no,148,no,no,cellular,23,jul,421,1,-1,0,unknown,no
3543,44,self-employed,married,unknown,no,163,yes,no,cellular,12,aug,44,1,100,3,success,no
3544,33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,-1,0,unknown,yes
3545,51,unknown,married,unknown,no,2642,no,no,cellular,29,jul,52,6,-1,0,unknown,no
3546,39,blue-collar,married,primary,no,34,yes,no,unknown,27,may,114,1,-1,0,unknown,no
3547,29,management,married,tertiary,no,1441,yes,no,cellular,4,feb,80,2,-1,0,unknown,yes
3548,50,admin.,divorced,secondary,yes,2405,yes,no,cellular,6,may,114,1,287,8,failure,no
3549,36,blue-collar,married,primary,no,378,yes,no,cellular,5,may,1240,1,-1,0,unknown,yes
3550,28,admin.,married,secondary,no,0,yes,no,cellular,7,may,47,1,-1,0,unknown,no
3551,29,blue-collar,married,secondary,no,0,yes,no,cellular,11,may,116,6,-1,0,unknown,no
3552,41,technician,single,tertiary,no,1104,no,no,unknown,9,jun,352,1,-1,0,unknown,no
3553,44,blue-collar,married,primary,no,0,yes,no,cellular,30,jul,83,2,-1,0,unknown,no
3554,26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,-1,0,unknown,no
3555,47,blue-collar,divorced,primary,no,603,yes,yes,cellular,8,may,1080,1,-1,0,unknown,yes
3556,37,blue-collar,married,secondary,no,1330,no,no,cellular,30,apr,390,1,-1,0,unknown,yes
3557,32,management,married,tertiary,no,1812,no,no,cellular,4,aug,296,1,182,4,other,yes
3558,32,technician,married,secondary,no,599,no,no,cellular,19,nov,79,1,-1,0,unknown,no
3559,23,unemployed,single,primary,no,1003,no,no,telephone,27,nov,8,1,-1,0,unknown,yes
3560,26,blue-collar,married,secondary,no,245,yes,no,unknown,28,may,146,2,-1,0,unknown,no
3561,60,management,single,tertiary,no,1034,yes,no,cellular,7,aug,231,3,-1,0,unknown,yes
3562,39,technician,single,secondary,no,1048,yes,yes,cellular,8,apr,201,2,-1,0,unknown,no
3563,55,services,married,secondary,no,841,yes,no,cellular,15,may,140,9,372,4,failure,no
3564,56,self-employed,married,secondary,no,784,no,yes,cellular,30,jul,149,2,-1,0,unknown,no
3565,31,admin.,single,secondary,no,50,no,no,cellular,29,jan,395,1,-1,0,unknown,no
3566,62,management,married,tertiary,no,0,no,no,cellular,3,sep,299,1,-1,0,unknown,yes
3567,34,technician,single,secondary,no,5731,yes,no,cellular,21,jul,101,3,-1,0,unknown,no
3568,64,retired,married,secondary,no,588,no,no,cellular,18,jan,366,1,91,2,failure,yes
3569,62,management,married,tertiary,no,997,no,no,cellular,22,apr,554,1,304,2,success,yes
3570,42,technician,married,secondary,no,89,yes,no,cellular,5,may,159,1,-1,0,unknown,no
3571,51,unemployed,married,tertiary,no,1801,no,no,cellular,16,apr,838,3,-1,0,unknown,yes
3572,52,technician,married,secondary,no,137,no,no,cellular,6,jul,227,2,-1,0,unknown,yes
3573,35,blue-collar,married,secondary,no,503,yes,yes,unknown,9,may,57,2,-1,0,unknown,no
3574,53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure,yes
3575,57,admin.,single,secondary,no,3551,yes,no,cellular,12,may,458,1,-1,0,unknown,yes
3576,82,retired,married,primary,no,243,no,no,cellular,26,jul,275,1,180,2,success,yes
3577,32,admin.,married,secondary,no,57,no,yes,cellular,22,jul,50,2,-1,0,unknown,no
3578,58,management,married,secondary,no,-382,no,no,telephone,5,feb,398,4,189,12,success,no
3579,34,technician,single,secondary,no,4367,no,no,cellular,13,aug,121,2,-1,0,unknown,no
3580,40,admin.,married,secondary,no,1535,yes,no,unknown,14,may,704,1,-1,0,unknown,yes
3581,32,management,single,tertiary,no,131,yes,no,cellular,11,aug,112,1,81,1,other,no
3582,58,management,divorced,tertiary,no,1257,no,no,cellular,5,aug,1536,1,-1,0,unknown,yes
3583,31,services,single,secondary,no,8,no,no,cellular,7,jul,340,3,-1,0,unknown,no
3584,58,retired,married,primary,no,1241,no,no,cellular,18,aug,194,2,-1,0,unknown,yes
3585,37,services,married,secondary,no,1498,yes,no,cellular,20,apr,107,1,-1,0,unknown,no
3586,39,services,married,secondary,no,20928,no,no,cellular,14,may,1166,1,352,1,other,no
3587,30,management,single,tertiary,no,533,no,no,cellular,4,may,365,4,-1,0,unknown,yes
3588,37,management,married,primary,no,1506,no,no,cellular,2,nov,101,3,80,3,success,no
3589,33,admin.,single,tertiary,no,475,yes,no,cellular,7,may,1046,1,-1,0,unknown,yes
3590,33,admin.,divorced,secondary,no,661,yes,no,cellular,4,may,90,4,167,3,failure,no
3591,34,admin.,single,secondary,no,79,yes,no,cellular,28,jul,219,3,-1,0,unknown,no
3592,30,technician,single,tertiary,no,3086,yes,no,cellular,7,may,84,3,168,1,failure,no
3593,45,management,married,tertiary,no,904,yes,yes,unknown,20,jun,14,9,-1,0,unknown,no
3594,27,blue-collar,married,secondary,no,-59,no,yes,cellular,8,jul,154,3,-1,0,unknown,no
3595,48,services,single,primary,no,-139,no,no,cellular,13,may,75,2,-1,0,unknown,no
3596,33,services,single,secondary,no,1852,no,no,telephone,25,feb,371,1,204,3,other,no
3597,41,blue-collar,married,secondary,no,140,yes,no,cellular,3,jun,96,1,125,2,failure,no
3598,41,management,married,tertiary,no,27696,no,no,cellular,12,aug,147,2,104,1,failure,yes
3599,29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success,yes
3600,36,services,single,secondary,no,0,yes,no,cellular,12,may,398,6,-1,0,unknown,yes
3601,59,retired,married,primary,no,363,no,no,cellular,30,apr,400,1,-1,0,unknown,yes
3602,50,unemployed,single,secondary,no,588,no,no,cellular,31,jul,649,3,-1,0,unknown,no
3603,37,technician,single,tertiary,no,147,no,no,unknown,7,may,416,2,-1,0,unknown,no
3604,29,admin.,divorced,secondary,no,-254,yes,no,cellular,14,may,406,2,-1,0,unknown,yes
3605,70,retired,married,primary,no,3782,no,no,cellular,16,mar,618,1,-1,0,unknown,no
3606,29,management,single,tertiary,no,-11,yes,no,cellular,14,may,164,2,-1,0,unknown,no
3607,34,management,single,tertiary,no,575,no,no,cellular,9,mar,116,1,-1,0,unknown,yes
3608,34,unemployed,married,secondary,no,200,yes,no,unknown,26,may,155,6,-1,0,unknown,no
3609,48,management,married,tertiary,no,494,no,no,cellular,29,aug,81,8,-1,0,unknown,no
3610,58,retired,married,primary,no,1351,yes,no,telephone,17,apr,392,3,-1,0,unknown,no
3611,67,management,married,tertiary,no,405,no,no,cellular,7,aug,345,2,-1,0,unknown,yes
3612,48,technician,married,primary,no,788,no,no,telephone,9,jul,36,2,-1,0,unknown,no
3613,44,unemployed,divorced,secondary,no,522,no,no,cellular,7,apr,411,1,-1,0,unknown,no
3614,39,management,single,secondary,no,2644,no,no,cellular,19,aug,192,7,-1,0,unknown,no
3615,60,retired,married,secondary,no,1853,no,no,cellular,11,aug,408,1,-1,0,unknown,yes
3616,54,technician,married,secondary,no,473,no,yes,cellular,2,nov,182,1,81,1,failure,yes
3617,39,admin.,married,secondary,no,1388,yes,no,cellular,15,jul,150,5,-1,0,unknown,no
3618,56,services,divorced,secondary,no,191,no,no,cellular,23,jul,335,3,-1,0,unknown,no
3619,37,blue-collar,married,primary,no,-738,yes,no,cellular,5,may,303,1,-1,0,unknown,no
3620,28,technician,single,secondary,no,631,no,no,cellular,29,apr,835,7,-1,0,unknown,no
3621,42,blue-collar,married,primary,no,201,yes,no,cellular,30,apr,841,1,85,2,failure,yes
3622,57,admin.,married,secondary,no,4391,no,no,telephone,4,feb,1416,1,-1,0,unknown,yes
3623,61,management,married,tertiary,no,267,no,no,cellular,21,oct,192,3,184,1,success,yes
3624,60,admin.,divorced,secondary,no,4519,no,no,cellular,2,feb,152,1,-1,0,unknown,no
3625,33,admin.,single,secondary,no,607,no,no,cellular,27,feb,110,2,-1,0,unknown,yes
3626,52,housemaid,married,primary,no,135,no,no,cellular,8,aug,172,9,-1,0,unknown,no
3627,34,technician,single,secondary,no,0,no,no,cellular,28,aug,195,6,-1,0,unknown,no
3628,43,retired,married,primary,no,7298,no,no,unknown,11,jun,36,2,-1,0,unknown,no
3629,36,management,married,tertiary,no,1604,yes,no,unknown,11,jun,47,3,-1,0,unknown,no
3630,48,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227,1,-1,0,unknown,no
3631,55,housemaid,divorced,primary,no,77,no,no,cellular,31,jul,463,6,-1,0,unknown,yes
3632,28,management,single,tertiary,no,2725,no,no,cellular,16,jun,292,1,504,1,failure,yes
3633,73,retired,divorced,secondary,no,7111,yes,no,cellular,12,oct,146,1,-1,0,unknown,yes
3634,39,blue-collar,married,secondary,no,1382,yes,no,cellular,11,feb,397,2,-1,0,unknown,yes
3635,31,management,married,tertiary,no,0,no,no,cellular,26,aug,76,2,-1,0,unknown,no
3636,49,blue-collar,married,primary,no,23,yes,no,unknown,23,may,247,1,-1,0,unknown,no
3637,48,management,married,tertiary,no,20718,yes,no,unknown,14,may,125,1,-1,0,unknown,no
3638,45,services,divorced,secondary,no,608,yes,yes,cellular,7,may,1135,3,323,30,failure,yes
3639,60,retired,married,tertiary,no,0,yes,no,unknown,13,may,34,4,-1,0,unknown,no
3640,49,technician,married,secondary,no,-142,yes,yes,cellular,23,jul,73,4,-1,0,unknown,no
3641,21,student,single,secondary,no,794,no,no,cellular,5,jun,191,1,-1,0,unknown,yes
3642,61,retired,married,secondary,no,77,no,no,cellular,6,aug,455,4,-1,0,unknown,yes
3643,50,entrepreneur,married,tertiary,no,230,no,no,telephone,30,jul,1089,4,-1,0,unknown,yes
3644,46,services,married,secondary,no,0,no,no,cellular,18,aug,74,4,-1,0,unknown,no
3645,56,admin.,married,secondary,no,292,yes,no,unknown,28,may,228,9,-1,0,unknown,no
3646,56,technician,single,primary,no,145,yes,no,telephone,6,feb,124,2,9,2,other,no
3647,31,admin.,married,secondary,no,54,yes,no,cellular,21,nov,226,1,-1,0,unknown,no
3648,43,unemployed,married,secondary,no,210,yes,no,unknown,12,may,88,5,-1,0,unknown,no
3649,24,management,single,tertiary,no,393,no,no,cellular,27,sep,1298,1,-1,0,unknown,yes
3650,47,blue-collar,married,secondary,no,802,yes,yes,cellular,12,may,289,2,-1,0,unknown,yes
3651,28,services,single,secondary,no,458,no,no,cellular,4,feb,112,4,201,3,failure,no
3652,41,technician,single,tertiary,no,-89,yes,no,cellular,3,feb,195,4,251,4,failure,no
3653,26,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,482,2,-1,0,unknown,yes
3654,56,management,married,secondary,no,238,yes,no,cellular,19,nov,808,1,-1,0,unknown,no
3655,26,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,jul,1150,3,-1,0,unknown,yes
3656,56,management,divorced,tertiary,no,2037,no,no,cellular,6,may,160,1,91,5,success,no
3657,51,blue-collar,married,secondary,no,-92,yes,no,unknown,4,jun,28,4,-1,0,unknown,no
3658,33,admin.,single,secondary,no,1277,yes,no,cellular,18,may,827,1,-1,0,unknown,yes
3659,51,services,married,primary,no,8806,yes,no,unknown,19,may,131,1,-1,0,unknown,no
3660,36,technician,single,secondary,no,-15,yes,no,unknown,6,may,341,3,-1,0,unknown,no
3661,27,technician,single,tertiary,no,15161,no,no,cellular,2,jun,74,1,120,1,success,yes
3662,31,management,single,tertiary,no,0,yes,no,cellular,30,apr,97,2,87,2,other,no
3663,33,admin.,married,secondary,no,920,no,no,cellular,13,aug,111,1,105,1,success,no
3664,34,blue-collar,single,secondary,no,3723,yes,no,unknown,27,may,47,5,-1,0,unknown,no
3665,33,blue-collar,married,secondary,no,0,yes,no,unknown,21,may,521,3,-1,0,unknown,yes
3666,32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,-1,0,unknown,yes
3667,30,admin.,single,secondary,no,270,no,no,cellular,9,feb,123,1,-1,0,unknown,yes
3668,34,technician,single,secondary,yes,103,yes,yes,cellular,24,jul,147,1,-1,0,unknown,no
3669,38,management,married,tertiary,no,1477,no,no,cellular,15,sep,385,3,769,2,failure,yes
3670,31,management,married,tertiary,no,477,yes,no,cellular,21,nov,77,5,-1,0,unknown,no
3671,72,admin.,married,primary,no,2321,no,no,cellular,14,sep,221,2,64,12,failure,yes
3672,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes
3673,31,services,married,secondary,no,371,yes,yes,cellular,17,apr,654,1,-1,0,unknown,no
3674,46,management,married,tertiary,no,349,no,no,cellular,15,feb,295,2,616,1,failure,yes
3675,48,blue-collar,married,primary,no,5366,yes,no,unknown,21,may,248,3,-1,0,unknown,no
3676,58,management,married,tertiary,no,3768,yes,no,unknown,18,jun,316,1,-1,0,unknown,no
3677,72,retired,married,secondary,no,1533,no,no,cellular,16,dec,546,2,-1,0,unknown,yes
3678,27,blue-collar,single,secondary,no,535,no,no,cellular,16,aug,265,3,95,4,success,yes
3679,29,blue-collar,single,secondary,no,348,yes,no,unknown,9,may,185,2,-1,0,unknown,no
3680,35,management,single,tertiary,no,1618,yes,yes,cellular,7,may,542,1,-1,0,unknown,yes
3681,41,technician,married,secondary,no,188,no,yes,telephone,31,jul,15,25,-1,0,unknown,no
3682,50,services,single,secondary,no,1716,yes,no,cellular,7,apr,272,1,-1,0,unknown,no
3683,41,entrepreneur,married,primary,no,0,no,no,unknown,16,jun,630,2,-1,0,unknown,no
3684,34,management,married,tertiary,no,3301,yes,no,cellular,17,sep,164,5,92,6,success,yes
3685,55,management,married,primary,no,384,no,no,telephone,4,feb,75,1,-1,0,unknown,no
3686,66,retired,married,tertiary,no,1948,no,no,cellular,29,oct,106,2,269,2,failure,yes
3687,38,management,single,tertiary,no,38,no,no,cellular,20,aug,105,2,-1,0,unknown,no
3688,49,technician,single,unknown,no,350,no,no,cellular,28,jan,91,3,-1,0,unknown,no
3689,50,blue-collar,married,primary,no,888,no,yes,telephone,10,jul,160,3,-1,0,unknown,no
3690,36,admin.,single,secondary,no,8785,yes,no,cellular,20,nov,425,2,-1,0,unknown,no
3691,30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,149,2,-1,0,unknown,yes
3692,56,admin.,single,secondary,no,4118,no,no,telephone,27,may,165,1,-1,0,unknown,yes
3693,37,technician,married,tertiary,no,0,no,no,cellular,28,aug,76,1,-1,0,unknown,no
3694,56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,failure,no
3695,31,management,single,tertiary,no,4718,yes,no,cellular,21,nov,536,1,-1,0,unknown,yes
3696,68,retired,married,primary,no,451,no,no,cellular,5,mar,373,1,-1,0,unknown,yes
3697,36,blue-collar,married,secondary,no,153,yes,no,cellular,8,may,263,1,171,2,failure,no
3698,29,blue-collar,married,secondary,no,-493,yes,no,cellular,18,may,536,2,334,4,failure,yes
3699,49,blue-collar,married,primary,yes,-98,yes,no,cellular,20,nov,182,2,-1,0,unknown,no
3700,31,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,719,2,-1,0,unknown,yes
3701,31,management,single,tertiary,no,3384,no,no,cellular,22,mar,247,3,187,3,success,yes
3702,89,retired,married,tertiary,no,553,no,no,telephone,19,aug,2027,5,-1,0,unknown,no
3703,36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,217,1,70,2,failure,yes
3704,46,self-employed,divorced,tertiary,no,21,no,no,cellular,30,jul,566,2,-1,0,unknown,yes
3705,29,admin.,single,tertiary,no,261,no,no,cellular,17,mar,136,19,-1,0,unknown,no
3706,51,technician,married,secondary,no,564,no,yes,cellular,8,jul,187,2,-1,0,unknown,no
3707,28,blue-collar,married,secondary,no,1020,yes,no,unknown,28,may,251,1,-1,0,unknown,no
3708,28,management,single,secondary,no,-513,no,yes,cellular,29,jul,95,8,-1,0,unknown,no
3709,36,management,married,tertiary,no,9,no,no,cellular,11,aug,386,4,-1,0,unknown,yes
3710,51,blue-collar,married,primary,no,230,yes,no,unknown,6,may,673,1,-1,0,unknown,no
3711,38,admin.,divorced,secondary,no,407,yes,yes,cellular,19,aug,89,1,-1,0,unknown,no
3712,41,management,married,tertiary,no,2226,no,no,cellular,7,aug,182,2,99,1,failure,yes
3713,73,retired,married,unknown,no,519,no,no,telephone,16,oct,434,1,57,1,failure,yes
3714,47,management,single,tertiary,no,-230,no,no,cellular,4,feb,293,1,-1,0,unknown,no
3715,33,self-employed,single,tertiary,no,1049,no,no,cellular,4,may,126,4,-1,0,unknown,no
3716,27,technician,divorced,secondary,no,21,yes,no,cellular,18,may,336,1,356,1,failure,no
3717,45,management,married,tertiary,no,80,no,yes,cellular,19,nov,157,1,-1,0,unknown,no
3718,32,management,married,tertiary,no,9214,no,yes,unknown,18,oct,71,1,-1,0,unknown,no
3719,35,management,single,tertiary,no,7918,no,no,cellular,7,sep,497,1,-1,0,unknown,yes
3720,33,technician,single,secondary,no,-479,no,no,cellular,7,aug,235,1,-1,0,unknown,no
3721,48,technician,married,secondary,no,-205,yes,yes,cellular,9,jul,112,1,-1,0,unknown,no
3722,32,technician,single,secondary,no,3297,no,no,cellular,11,aug,99,2,-1,0,unknown,no
3723,35,services,married,secondary,no,52,yes,no,cellular,2,mar,378,4,-1,0,unknown,yes
3724,31,blue-collar,single,secondary,no,1979,yes,yes,cellular,6,may,1205,1,-1,0,unknown,yes
3725,28,blue-collar,single,primary,no,54,yes,no,cellular,14,may,533,1,371,1,other,yes
3726,35,technician,divorced,secondary,no,2823,yes,no,cellular,2,feb,229,1,-1,0,unknown,no
3727,31,services,single,secondary,no,1629,yes,no,unknown,19,may,344,2,-1,0,unknown,no
3728,36,management,divorced,tertiary,no,0,no,no,cellular,4,aug,1165,1,-1,0,unknown,yes
3729,53,technician,married,secondary,no,7984,yes,no,cellular,2,feb,151,1,-1,0,unknown,no
3730,52,services,married,secondary,no,1000,no,no,cellular,5,aug,766,2,-1,0,unknown,yes
3731,61,management,single,tertiary,no,2,no,no,cellular,12,aug,131,1,114,3,failure,yes
3732,59,management,married,tertiary,no,287,yes,no,cellular,20,apr,818,2,242,8,failure,no
3733,38,admin.,single,unknown,no,446,yes,no,unknown,13,may,386,1,-1,0,unknown,no
3734,37,services,divorced,secondary,no,241,yes,no,cellular,14,may,189,1,371,1,failure,no
3735,36,self-employed,married,secondary,no,189,yes,no,cellular,22,jul,632,1,-1,0,unknown,no
3736,47,management,married,tertiary,no,288,no,no,cellular,31,mar,193,1,181,1,success,yes
3737,44,technician,single,secondary,no,54,no,yes,cellular,19,aug,199,2,-1,0,unknown,no
3738,32,blue-collar,single,tertiary,no,700,no,no,unknown,13,nov,90,1,-1,0,unknown,yes
3739,34,management,single,tertiary,no,1494,yes,no,cellular,18,nov,596,1,182,1,other,yes
3740,31,management,single,tertiary,no,2734,yes,no,cellular,15,may,858,3,-1,0,unknown,yes
3741,52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,-1,0,unknown,yes
3742,38,housemaid,married,secondary,no,0,yes,no,cellular,23,jul,157,1,-1,0,unknown,no
3743,54,blue-collar,married,secondary,no,-102,yes,no,cellular,27,aug,164,7,-1,0,unknown,no
3744,49,blue-collar,married,primary,no,239,no,no,cellular,22,aug,90,3,-1,0,unknown,no
3745,36,technician,single,secondary,no,125,yes,no,cellular,15,may,676,3,-1,0,unknown,yes
3746,29,technician,married,tertiary,no,1489,yes,no,unknown,28,may,430,1,-1,0,unknown,no
3747,24,technician,single,secondary,no,409,yes,no,unknown,16,may,912,1,-1,0,unknown,yes
3748,27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,1,94,1,success,yes
3749,32,services,married,secondary,no,201,yes,no,unknown,18,jun,110,2,-1,0,unknown,no
3750,45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1030,1,-1,0,unknown,yes
3751,57,management,married,tertiary,no,473,no,no,cellular,1,jun,295,1,-1,0,unknown,yes
3752,38,self-employed,single,tertiary,no,5774,yes,no,cellular,15,may,406,4,359,5,other,yes
3753,60,retired,divorced,secondary,no,514,no,no,cellular,16,mar,263,1,124,9,other,yes
3754,50,admin.,married,secondary,no,715,no,no,cellular,28,aug,131,13,-1,0,unknown,no
3755,25,technician,single,secondary,no,1231,yes,no,cellular,27,feb,412,5,-1,0,unknown,yes
3756,37,technician,single,tertiary,no,0,no,no,unknown,1,jul,1135,2,-1,0,unknown,yes
3757,43,unknown,married,primary,no,0,yes,no,cellular,9,jul,132,1,-1,0,unknown,no
3758,40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,102,1,-1,0,unknown,no
3759,46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown,no
3760,37,technician,married,secondary,no,3720,yes,no,cellular,28,jan,561,1,-1,0,unknown,no
3761,35,management,single,tertiary,no,2306,no,no,cellular,18,aug,86,7,-1,0,unknown,no
3762,60,technician,single,primary,no,11262,no,no,cellular,26,aug,323,1,-1,0,unknown,yes
